ImageId,Label
615,0
616,3
617,0
618,1
619,1
620,2
621,0
622,0
623,2
624,2
625,0
626,1
627,0
628,3
629,1
630,0
631,0
632,2
633,1
634,2
635,3
636,1
637,0
638,3
639,3
640,3
641,1
642,2
643,1
644,1
645,2
646,2
647,3
648,3
649,1
650,2
651,1
652,3
653,0
654,3
655,1
656,1
657,0
658,1
659,2
660,1
661,3
662,1
663,3
664,0
665,0
666,0
667,0
668,1
669,0
670,1
671,2
672,3
673,1
674,2
675,0
676,1
677,3
678,3
679,2
680,1
681,2
682,2
683,2
684,2
685,0
686,3
687,1
688,2
689,0
690,1
691,2
692,3
693,0
694,2
695,0
696,1
697,3
698,3
699,2
700,0
701,3
702,1
703,0
704,3
705,2
706,2
707,3
708,3
709,0
710,1
711,1
712,1
713,0
714,3
715,3
716,2
717,3
718,0
719,1
720,3
721,0
722,1
723,0
724,1
725,3
726,1
727,0
728,1
729,3
730,3
731,1
732,3
733,3
734,0
735,0
736,2
737,2
738,2
739,0
740,3
741,0
742,0
743,2
744,1
745,3
746,1
747,0
748,0
749,3
750,2
751,1
752,2
753,3
754,3
755,1
756,0
757,3
758,1
759,1
760,0
761,3
762,0
763,0
764,3
765,0
766,2
767,3
768,0
769,0
770,1
771,2
772,3
773,3
774,2
775,3
776,0
777,0
778,3
779,3
780,2
781,0
782,1
783,0
784,2
785,0
786,3
787,1
788,1
789,0
790,2
791,2
792,3
793,2
794,2
795,3
796,2
797,1
798,3
799,1
800,1
801,3
802,2
803,0
804,3
805,1
806,0
807,0
808,0
809,2
810,2
811,0
812,1
813,1
814,3
815,2
816,3
817,3
818,0
819,2
820,0
821,3
822,1
823,2
824,3
825,3
826,0
827,0
828,0
829,1
830,2
831,0
832,1
833,0
834,1
835,1
836,3
837,0
838,2
839,2
840,0
841,3
842,1
843,1
844,3
845,3
846,0
847,0
848,0
849,1
850,1
851,2
852,3
853,1
854,2
855,2
856,3
857,3
858,1
859,1
860,1
861,1
862,1
863,2
864,2
865,3
866,3
867,0
868,3
869,0
870,3
871,3
872,0
873,2
874,1
875,3
876,3
877,1
878,2
879,0
880,0
881,2
882,1
883,3
884,0
885,0
886,2
887,0
888,3
889,2
890,0
891,1
892,2
893,0
894,3
895,0
896,1
897,1
898,2
899,3
900,0
901,2
902,3
903,2
904,3
905,1
906,3
907,0
908,0
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,2
917,3
918,2
919,1
920,3
921,1
922,2
923,0
924,0
925,1
926,0
927,1
928,3
929,0
930,1
931,3
932,3
933,2
934,1
935,3
936,1
937,0
938,2
939,1
940,0
941,0
942,3
943,0
944,2
945,0
946,3
947,2
948,3
949,3
950,3
951,0
952,2
953,3
954,3
955,2
956,3
957,2
958,1
959,1
960,1
961,3
962,2
963,0
964,1
965,3
966,0
967,1
968,2
969,0
970,3
971,2
972,3
973,0
974,3
975,3
976,0
977,3
978,2
979,1
980,3
981,0
982,3
983,3
984,2
985,0
986,2
987,0
988,2
989,0
990,2
991,2
992,2
993,0
994,2
995,3
996,2
997,2
998,2
999,0
1000,1
1001,2
1002,0
1003,3
1004,1
1005,0
1006,0
1007,2
1008,1
1009,1
1010,2
1011,2
1012,0
1013,3
1014,1
1015,0
1016,0
1017,2
1018,3
1019,2
1020,2
1021,1
1022,2
1023,0
1024,0
1025,1
1026,1
1027,3
1028,1
1029,2
1030,2
1031,1
1032,1
1033,0
1034,0
1035,0
1036,2
1037,0
1038,3
1039,1
1040,3
1041,1
1042,3
1043,2
1044,0
1045,0
1046,0
1047,3
1048,0
1049,2
1050,3
1051,2
1052,2
1053,1
1054,2
1055,0
1056,3
1057,2
1058,0
1059,2
1060,1
1061,2
1062,1
1063,1
1064,2
1065,2
1066,1
1067,0
1068,0
1069,0
1070,3
1071,2
1072,0
1073,2
1074,3
1075,2
1076,1
1077,0
1078,2
1079,1
1080,2
1081,2
1082,1
1083,3
1084,3
1085,0
1086,2
1087,3
1088,0
1089,2
1090,1
1091,3
1092,3
1093,2
1094,1
1095,1
1096,0
1097,3
1098,1
1099,2
1100,3
1101,3
1102,3
1103,0
1104,2
1105,2
1106,0
1107,2
1108,2
1109,2
1110,1
1111,2
1112,3
1113,3
1114,3
1115,1
1116,3
1117,1
1118,3
1119,2
1120,2
1121,1
1122,0
1123,2
1124,0
1125,0
1126,3
1127,0
1128,2
1129,1
1130,1
1131,0
1132,2
1133,1
1134,3
1135,1
1136,3
1137,2
1138,3
1139,2
1140,0
1141,1
1142,2
1143,2
1144,2
1145,1
1146,2
1147,1
1148,2
1149,1
1150,3
1151,1
1152,0
1153,2
1154,2
1155,1
1156,2
1157,3
1158,0
1159,3
1160,1
1161,3
1162,3
1163,0
1164,1
1165,1
1166,2
1167,2
1168,1
1169,1
1170,1
1171,2
1172,0
1173,0
1174,2
1175,3
1176,0
1177,3
1178,1
1179,2
1180,1
1181,3
1182,0
1183,1
1184,0
1185,3
1186,1
1187,0
1188,2
1189,3
1190,2
1191,1
1192,0
1193,1
1194,1
1195,3
1196,3
1197,1
1198,2
1199,1
1200,0
1201,0
1202,3
1203,3
1204,1
1205,2
1206,2
1207,0
1208,1
1209,3
1210,3
1211,2
1212,0
1213,1
1214,1
1215,2
1216,3
1217,2
1218,3
1219,3
1220,0
1221,0
1222,3
1223,3
1224,0
1225,0
1226,2
1227,1
1228,3
1229,2
1230,1
1231,3
1232,3
1233,2
1234,1
1235,2
1236,0
1237,3
1238,2
1239,1
1240,1
1241,3
1242,2
1243,0
1244,3
1245,2
1246,2
1247,2
1248,2
1249,3
1250,2
1251,2
1252,2
1253,1
1254,0
1255,0
1256,1
1257,3
1258,2
1259,2
1260,2
1261,2
1262,0
1263,0
1264,1
1265,3
1266,2
1267,3
1268,0
1269,2
1270,1
1271,0
1272,1
1273,3
1274,1
1275,3
1276,0
1277,3
1278,3
1279,0
1280,0
1281,3
1282,2
1283,0
1284,0
1285,1
1286,1
1287,3
1288,2
1289,2
1290,1
1291,0
1292,2
1293,2
1294,3
1295,1
1296,1
1297,2
1298,3
1299,1
1300,2
1301,3
1302,1
1303,3
1304,0
1305,3
1306,3
1307,1
1308,2
1309,3
1310,3
1311,2
1312,0
1313,0
1314,1
1315,2
1316,0
1317,2
1318,2
1319,2
1320,0
1321,3
1322,0
1323,0
1324,3
1325,2
1326,0
1327,1
1328,0
1329,1
1330,2
1331,2
1332,2
1333,1
1334,2
1335,2
1336,1
1337,3
1338,2
1339,1
1340,2
1341,2
1342,2
1343,2
1344,2
1345,3
1346,3
1347,2
1348,1
1349,2
1350,2
1351,1
1352,1
1353,3
1354,2
1355,3
1356,3
1357,3
1358,3
1359,0
1360,0
1361,0
1362,1
1363,2
1364,3
1365,0
1366,0
1367,1
1368,0
1369,3
1370,0
1371,3
1372,0
1373,3
1374,0
1375,3
1376,0
1377,3
1378,3
1379,1
1380,3
1381,0
1382,0
1383,2
1384,2
1385,3
1386,0
1387,0
1388,2
1389,2
1390,1
1391,2
1392,3
1393,3
1394,3
1395,0
1396,0
1397,1
1398,0
1399,0
1400,1
1401,0
1402,2
1403,3
1404,2
1405,2
1406,2
1407,1
1408,3
1409,1
1410,0
1411,0
1412,1
1413,0
1414,2
1415,0
1416,3
1417,0
1418,1
1419,0
1420,1
1421,3
1422,0
1423,3
1424,3
1425,2
1426,3
1427,1
1428,0
1429,0
1430,2
1431,2
1432,1
1433,2
1434,3
1435,0
1436,2
1437,1
1438,3
1439,2
1440,3
1441,2
1442,0
1443,0
1444,1
1445,1
1446,1
1447,0
1448,1
1449,0
1450,2
1451,3
1452,0
1453,2
1454,3
1455,1
1456,3
1457,1
1458,1
1459,0
1460,1
1461,1
1462,2
1463,3
1464,3
1465,3
1466,1
1467,3
1468,0
1469,0
1470,1
1471,0
1472,2
1473,1
1474,2
1475,2
1476,0
1477,1
1478,0
1479,1
1480,1
1481,0
1482,1
1483,2
1484,0
1485,2
1486,1
1487,0
1488,1
1489,3
1490,2
1491,2
1492,1
1493,1
1494,0
1495,0
1496,0
1497,3
1498,1
1499,0
1500,3
1501,1
1502,3
1503,1
1504,0
1505,0
1506,3
1507,1
1508,2
1509,2
1510,1
1511,2
1512,2
1513,3
1514,1
1515,2
1516,0
1517,3
1518,0
1519,3
1520,1
1521,2
1522,3
1523,3
1524,1
1525,3
1526,0
1527,2
1528,2
1529,0
1530,0
1531,1
1532,2
1533,2
1534,1
1535,2
1536,3
1537,1
1538,1
1539,3
1540,1
1541,2
1542,1
1543,1
1544,3
1545,3
1546,3
1547,0
1548,0
1549,3
1550,0
1551,2
1552,3
1553,2
1554,1
1555,2
1556,2
1557,2
1558,2
1559,1
1560,1
1561,1
1562,2
1563,3
1564,1
1565,1
1566,1
1567,2
1568,2
1569,2
1570,0
1571,1
1572,1
1573,3
1574,0
1575,3
1576,2
1577,0
1578,2
1579,1
1580,3
1581,0
1582,2
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,3
1590,2
1591,0
1592,2
1593,2
1594,3
1595,1
1596,2
1597,0
1598,2
1599,1
1600,3
1601,3
1602,1
1603,0
1604,2
1605,0
1606,1
1607,0
1608,1
1609,0
1610,1
1611,0
1612,1
1613,0
1614,3
1615,3
1616,1
1617,1
1618,0
1619,3
1620,0
1621,0
1622,3
1623,0
1624,2
1625,3
1626,1
1627,2
1628,3
1629,2
1630,1
1631,1
1632,2
1633,2
1634,3
1635,3
1636,1
1637,1
1638,1
1639,0
1640,0
1641,0
1642,3
1643,2
1644,0
1645,3
1646,0
1647,1
1648,3
1649,2
1650,1
1651,3
1652,0
1653,3
1654,3
1655,0
1656,0
1657,0
1658,3
1659,3
1660,2
1661,2
1662,2
1663,1
1664,2
1665,2
1666,0
1667,2
1668,1
1669,3
1670,3
1671,0
1672,1
1673,0
1674,1
1675,2
1676,3
1677,0
1678,2
1679,0
1680,1
1681,0
1682,1
1683,2
1684,2
1685,2
1686,0
1687,0
1688,0
1689,3
1690,1
1691,0
1692,1
1693,1
1694,2
1695,0
1696,0
1697,3
1698,3
1699,2
1700,2
1701,1
1702,1
1703,1
1704,1
1705,2
1706,0
1707,3
1708,3
1709,0
1710,3
1711,3
1712,3
1713,3
1714,1
1715,3
1716,0
1717,0
1718,0
1719,1
1720,0
1721,0
1722,0
1723,2
1724,1
1725,3
1726,3
1727,3
1728,3
1729,2
1730,0
1731,2
1732,1
1733,1
1734,3
1735,1
1736,2
1737,3
1738,3
1739,2
1740,0
1741,3
1742,1
1743,2
1744,0
1745,1
1746,3
1747,1
1748,1
1749,2
1750,0
1751,0
1752,2
1753,3
1754,1
1755,1
1756,0
1757,0
1758,2
1759,3
1760,3
1761,1
1762,3
1763,2
1764,2
1765,2
1766,1
1767,2
1768,3
1769,0
1770,1
1771,1
1772,2
1773,1
1774,1
1775,3
1776,0
1777,3
1778,2
1779,3
1780,2
1781,2
1782,3
1783,2
1784,0
1785,3
1786,3
1787,2
1788,2
1789,0
1790,3
1791,3
1792,2
1793,3
1794,0
1795,3
1796,1
1797,3
1798,0
1799,3
1800,3
1801,3
1802,0
1803,3
1804,3
1805,2
1806,1
1807,3
1808,2
1809,2
1810,0
1811,0
1812,3
1813,3
1814,0
1815,1
1816,2
1817,2
1818,0
1819,0
1820,2
1821,2
1822,3
1823,1
1824,1
1825,2
1826,1
1827,2
1828,2
1829,3
1830,0
1831,3
1832,2
1833,1
1834,0
1835,2
1836,3
1837,1
1838,2
1839,2
1840,0
1841,0
1842,1
1843,0
1844,3
1845,2
1846,3
1847,3
1848,2
1849,0
1850,3
1851,0
1852,2
1853,1
1854,2
1855,0
1856,2
1857,1
1858,3
1859,3
1860,2
1861,2
1862,0
1863,1
1864,1
1865,1
1866,1
1867,3
1868,0
1869,0
1870,0
1871,3
1872,1
1873,3
1874,0
1875,1
1876,3
1877,1
1878,3
1879,1
1880,0
1881,2
1882,3
1883,3
1884,0
1885,3
1886,3
1887,2
1888,3
1889,2
1890,2
1891,3
1892,2
1893,2
1894,3
1895,1
1896,1
1897,2
1898,0
1899,1
1900,1
1901,3
1902,1
1903,2
1904,2
1905,2
1906,0
1907,3
1908,1
1909,3
1910,2
1911,0
1912,1
1913,2
1914,1
1915,3
1916,2
1917,2
1918,3
1919,1
1920,1
1921,3
1922,2
1923,0
1924,1
1925,3
1926,2
1927,3
1928,3
1929,3
1930,0
1931,1
1932,0
1933,3
1934,0
1935,0
1936,3
1937,2
1938,0
1939,2
1940,1
1941,2
1942,2
1943,3
1944,3
1945,3
1946,1
1947,2
1948,1
1949,2
1950,0
1951,0
1952,2
1953,3
1954,1
1955,1
1956,1
1957,2
1958,3
1959,0
1960,3
1961,2
1962,2
1963,2
1964,0
1965,2
1966,2
1967,0
1968,1
1969,3
1970,1
1971,1
1972,3
1973,2
1974,3
1975,0
1976,1
1977,2
1978,2
1979,3
1980,0
1981,2
1982,0
1983,1
1984,2
1985,1
1986,3
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
